asdf_id,udel_air_temp_v501_mean.1900.mean,udel_air_temp_v501_mean.1901.mean,udel_air_temp_v501_mean.1902.mean,udel_air_temp_v501_mean.1903.mean,udel_air_temp_v501_mean.1904.mean,udel_air_temp_v501_mean.1905.mean,udel_air_temp_v501_mean.1906.mean,udel_air_temp_v501_mean.1907.mean,udel_air_temp_v501_mean.1908.mean,udel_air_temp_v501_mean.1909.mean,udel_air_temp_v501_mean.1910.mean,udel_air_temp_v501_mean.1911.mean,udel_air_temp_v501_mean.1912.mean,udel_air_temp_v501_mean.1913.mean,udel_air_temp_v501_mean.1914.mean,udel_air_temp_v501_mean.1915.mean,udel_air_temp_v501_mean.1916.mean,udel_air_temp_v501_mean.1917.mean,udel_air_temp_v501_mean.1918.mean,udel_air_temp_v501_mean.1919.mean,udel_air_temp_v501_mean.1920.mean,udel_air_temp_v501_mean.1921.mean,udel_air_temp_v501_mean.1922.mean,udel_air_temp_v501_mean.1923.mean,udel_air_temp_v501_mean.1924.mean,udel_air_temp_v501_mean.1925.mean,udel_air_temp_v501_mean.1926.mean,udel_air_temp_v501_mean.1927.mean,udel_air_temp_v501_mean.1928.mean,udel_air_temp_v501_mean.1929.mean,udel_air_temp_v501_mean.1930.mean,udel_air_temp_v501_mean.1931.mean,udel_air_temp_v501_mean.1932.mean,udel_air_temp_v501_mean.1933.mean,udel_air_temp_v501_mean.1934.mean,udel_air_temp_v501_mean.1935.mean,udel_air_temp_v501_mean.1936.mean,udel_air_temp_v501_mean.1937.mean,udel_air_temp_v501_mean.1938.mean,udel_air_temp_v501_mean.1939.mean,udel_air_temp_v501_mean.1940.mean,udel_air_temp_v501_mean.1941.mean,udel_air_temp_v501_mean.1942.mean,udel_air_temp_v501_mean.1943.mean,udel_air_temp_v501_mean.1944.mean,udel_air_temp_v501_mean.1945.mean,udel_air_temp_v501_mean.1946.mean,udel_air_temp_v501_mean.1947.mean,udel_air_temp_v501_mean.1948.mean,udel_air_temp_v501_mean.1949.mean,udel_air_temp_v501_mean.1950.mean,udel_air_temp_v501_mean.1951.mean,udel_air_temp_v501_mean.1952.mean,udel_air_temp_v501_mean.1953.mean,udel_air_temp_v501_mean.1954.mean,udel_air_temp_v501_mean.1955.mean,udel_air_temp_v501_mean.1956.mean,udel_air_temp_v501_mean.1957.mean,udel_air_temp_v501_mean.1958.mean,udel_air_temp_v501_mean.1959.mean,udel_air_temp_v501_mean.1960.mean,udel_air_temp_v501_mean.1961.mean,udel_air_temp_v501_mean.1962.mean,udel_air_temp_v501_mean.1963.mean,udel_air_temp_v501_mean.1964.mean,udel_air_temp_v501_mean.1965.mean,udel_air_temp_v501_mean.1966.mean,udel_air_temp_v501_mean.1967.mean,udel_air_temp_v501_mean.1968.mean,udel_air_temp_v501_mean.1969.mean,udel_air_temp_v501_mean.1970.mean,udel_air_temp_v501_mean.1971.mean,udel_air_temp_v501_mean.1972.mean,udel_air_temp_v501_mean.1973.mean,udel_air_temp_v501_mean.1974.mean,udel_air_temp_v501_mean.1975.mean,udel_air_temp_v501_mean.1976.mean,udel_air_temp_v501_mean.1977.mean,udel_air_temp_v501_mean.1978.mean,udel_air_temp_v501_mean.1979.mean,udel_air_temp_v501_mean.1980.mean,udel_air_temp_v501_mean.1981.mean,udel_air_temp_v501_mean.1982.mean,udel_air_temp_v501_mean.1983.mean,udel_air_temp_v501_mean.1984.mean,udel_air_temp_v501_mean.1985.mean,udel_air_temp_v501_mean.1986.mean,udel_air_temp_v501_mean.1987.mean,udel_air_temp_v501_mean.1988.mean,udel_air_temp_v501_mean.1989.mean,udel_air_temp_v501_mean.1990.mean,udel_air_temp_v501_mean.1991.mean,udel_air_temp_v501_mean.1992.mean,udel_air_temp_v501_mean.1993.mean,udel_air_temp_v501_mean.1994.mean,udel_air_temp_v501_mean.1995.mean,udel_air_temp_v501_mean.1996.mean,udel_air_temp_v501_mean.1997.mean,udel_air_temp_v501_mean.1998.mean,udel_air_temp_v501_mean.1999.mean,udel_air_temp_v501_mean.2000.mean,udel_air_temp_v501_mean.2001.mean,udel_air_temp_v501_mean.2002.mean,udel_air_temp_v501_mean.2003.mean,udel_air_temp_v501_mean.2004.mean,udel_air_temp_v501_mean.2005.mean,udel_air_temp_v501_mean.2006.mean,udel_air_temp_v501_mean.2007.mean,udel_air_temp_v501_mean.2008.mean,udel_air_temp_v501_mean.2009.mean,udel_air_temp_v501_mean.2010.mean,udel_air_temp_v501_mean.2011.mean,udel_air_temp_v501_mean.2012.mean,udel_air_temp_v501_mean.2013.mean,udel_air_temp_v501_mean.2014.mean,udel_air_temp_v501_mean.2015.mean,udel_air_temp_v501_mean.2016.mean,udel_air_temp_v501_mean.2017.mean,adm,gbid,NAME,Level,adm_int,feature_id,iso,ISO_Code,gqid
7,6.038801303524230,5.808366726564940,5.808924504056580,5.756229112064610,4.239696887693660,5.1257809725370600,5.886900961546700,4.716741735755250,6.066658729293700,5.717231103535390,6.011825590668660,6.001641636393700,5.357932465882120,6.906107204083430,5.095648612614470,6.482737099137260,5.521543359593210,4.2723314738532600,5.42205075735115,6.202261978811970,5.617335334221500,6.849006699823920,5.968303955526700,5.23645218308577,5.110728260671940,5.629419113078520,4.3715222898906000,6.216028415319730,5.93591470273386,5.741958763492270,6.412241558974950,7.043249201794360,6.507314615410960,6.085421211438780,5.522523775569480,5.588014096426670,5.8055956169096600,6.590574084934460,6.630704398830230,5.5123540392146200,4.996874262239860,6.336386401516360,6.457011640706340,5.409492178686920,6.066533144735450,6.308895656622860,6.4667402481702,6.343734587970020,6.005801225764250,7.53845432574455,6.2570009333926900,6.462057395578200,6.699687621914090,7.497608483685620,6.06780871749996,6.2547338063110400,5.489428591412890,6.460208183776200,5.2910212776669700,6.247077582762870,5.9281379468811,6.053796932161700,5.075405319359940,5.50428251465462,5.670515026494220,5.283192784105920,5.698163201555830,5.2496257963562200,5.346498956700560,5.911902370545560,5.679385885364940,5.595831906157340,5.010898096015460,6.639968853336800,5.4541966515742100,6.02333426757853,5.2819877564730000,5.7901522118696100,4.979994009603280,6.323936138250690,5.289712459920790,6.1455448064751800,5.522369141081910,6.599503008374090,6.316251560358200,5.687110886319860,5.851969107797080,6.11116798691123,5.891500113189300,5.356091641839160,7.111248171403560,6.791868853767540,5.207731618005920,5.556242832115850,5.666318945785560,6.026922996364210,5.778194629152570,5.385907597472870,7.429675468172480,6.98352430930044,5.645595150506970,6.542627359789010,6.503803020724400,5.441329521258550,5.673936703727080,6.35933620098104,7.275570703846380,5.807748231193000,6.066741920828190,5.5744046622043100,7.232100788165830,6.661033076720750,7.537209650137410,6.208965919200440,5.588241159850670,5.912836150658760,6.987173704941490,6.609987045435110,ADM1,USA_ADM1_1_3_3_7,New Hampshire,ADM1,1,7,USA,US-NH,7
8,15.624825974077300,14.273731523882900,15.002944199200600,14.81154905221060,14.008467726540800,14.721305467579800,15.342711166495300,14.873779131710200,15.263667901438300,15.106949335650300,14.83636667958050,15.916593327434400,14.809092031717800,15.687212700099100,14.798039129742300,14.968733761947200,15.15137255494960,13.978111757239100,15.097677349336600,15.609776024702100,14.537327637233200,16.347586666031000,15.741318708047700,15.408390196833100,14.534548551624000,15.765150263387400,15.134282427544400,15.70728243090070,14.962567796249300,15.244253104205600,15.16720483938780,15.830469994136200,16.03599644804330,16.312964189425500,15.365242087053300,15.293950462721300,15.321090368063600,15.220024731796300,15.882311676255400,15.943691254854900,14.403590193118900,15.490545993922000,15.404516850971400,15.295670197611500,15.219940783020200,15.698608798416600,15.930719209056500,14.909430198506700,15.51487320396970,16.171531578967500,15.284948380329100,15.283180448584900,15.543714024145300,15.915548453483300,15.447740133230600,15.232759571515500,15.489626690241000,15.600534887075200,14.199745172068700,15.48873969264630,14.421956763401700,14.828881295670800,14.607856248877800,14.092795170963600,14.862608030274800,14.920189785494300,14.213480522445200,14.35566703695630,14.373049017937300,14.242600425911700,15.05228711650870,15.153876540413800,14.810541730353400,15.314077416045400,15.312128005040100,15.509019084753300,14.389263417775900,14.974076600722200,14.448023821047100,14.53095768194720,14.748716827692700,14.349742566527400,15.094289887253700,14.668595324984300,15.152563463191200,15.489519688540500,15.773303642036900,15.057410299028800,14.40868502017060,14.914745925259600,16.48289055816920,15.950468618143400,14.794713307181500,15.097373405768400,15.236743968217300,14.888338017150800,14.512269233943900,14.701018863682300,16.099152758135000,15.403492056119000,14.678791249672400,15.219962870984700,15.565738635016600,14.812758972234900,15.134363781905900,15.150814674000500,15.370874328799600,15.687156752376400,15.056166989918300,14.792679734801300,14.836050775112100,15.537264857254500,15.679522642873700,14.540782479605100,14.42799312247300,15.613528226680300,15.819344661542300,15.94902499676790,ADM1,USA_ADM1_1_3_3_8,North Carolina,ADM1,1,8,USA,US-NC,8
9,6.201773272411300,5.934126548142220,5.899520097125370,5.957896377483010,4.237332526570490,5.2461669193997,5.871159865215830,4.742136722156190,6.095918549468110,5.695576504591830,5.918818655551370,6.084025873123860,5.253206196475410,7.029072662533230,5.058017446132700,6.59096437295723,5.635997141367870,4.195282741764710,5.483855399970740,6.179765870605850,5.647191645712660,7.10183701290759,6.096006660222360,5.181558224910250,5.225402606444560,5.740299563809270,4.368229113071200,6.197985297680340,6.102152679162400,5.9624191125995100,6.56154878096358,7.070004809008310,6.58076453806911,6.2447731090025400,5.4532861430953200,5.47302313133613,5.812953830208090,6.737887711582850,6.7571476130289900,5.670828821260040,5.035259847304380,6.276731622101160,6.482138896387600,5.206346407408120,6.068140003916490,6.319764389507920,6.658734507698140,6.304741122259710,6.1170098033310100,7.580572139050240,6.205209537954420,6.475392872121980,6.813542683189000,7.750832106011610,6.176937661169680,6.356255373255950,5.579593873749800,6.521001606586970,5.32957907153322,6.417601446139940,6.1638481305060000,6.242531426952300,5.34094449762132,5.461595744725660,6.0192405494889000,5.452198213921750,5.912168442197620,5.608458943008090,5.5951708917256,6.045869424129510,5.781566459003110,5.797530210579290,5.252941099833920,7.138201242318640,5.873906486598010,6.590905700280260,5.499431685113040,6.20944829021828,5.115149527399710,6.472355787710600,5.481315165358920,6.326788607983860,5.830872147174060,6.578215512748000,6.4923733324097900,5.938933118125390,6.174133098332850,6.343892043208640,6.182558488679660,5.555517787237300,7.270590935466280,6.868974913069880,5.194589714245740,5.399461345622490,5.496529932567960,6.119111198002870,5.893119622684400,5.288753425867970,7.5102323719385300,7.0346128398413600,5.675062438856260,6.7664309475694,6.642927487626310,5.486233675703560,5.749083790826890,6.610355662135020,7.431978501364500,5.796188390168050,6.318734314299550,5.905468059459980,7.338432139729520,6.964942973729280,7.819819958446410,6.264898730743790,5.70749530593042,6.032265321799280,7.110502563108020,6.748961556640480,ADM1,USA_ADM1_1_3_3_9,Vermont,ADM1,1,9,USA,US-VT,9
10,9.661222277691480,8.744726976280240,8.926768434976630,8.829547277011750,7.364676448750080,8.50325768427884,9.372269239236160,8.138148804435870,9.608690856271380,9.188527540222660,9.382821000531910,9.361982148118930,8.88834770258407,10.339759608394300,8.719882645036960,9.587781101722530,8.678205574612510,7.731181030305170,9.052571856008580,9.722873372266240,8.924933977978520,10.304390732969700,9.31575607964983,8.64570925576845,8.416203129787200,9.308154186081030,8.073708244987250,9.289683082945260,9.247897499579510,9.263586973068970,9.919705529869370,10.419746281206700,9.92655018240742,9.766543796429370,9.083246528094190,9.113439430235850,9.326174817646560,9.909283183336050,10.01608649689880,9.36658067838495,8.108737526993580,9.596658566437400,9.355646626105760,8.792474391203890,9.323761491614800,9.307153974490720,9.755545474795950,9.141860085375270,9.040463688635950,10.612341941164900,9.088846561119670,9.681163556806650,9.921041687695740,10.638525713092400,9.608492022583100,9.556950046245550,8.946899836809110,9.819689817254520,8.361779616795210,9.859665709955020,9.082264578819120,9.223062978466990,8.395165483876880,8.740013782606050,9.234784019457100,8.95652307078317,9.233831256970850,8.765924065801560,9.123201110285080,9.207394645003600,9.038922780599300,9.37987453018983,8.73329054501211,10.367417901654000,9.315170815941890,9.75843246343947,8.931039371668960,9.302495889491370,8.525963118085920,9.669374910566210,9.186772426829910,9.481075534071720,9.228080181891030,10.071032684941800,9.754145075203660,9.575268514035250,9.515245914289160,9.660193806819170,9.44554222741259,9.186843512256,10.878437028822000,10.7982479742884,8.930530572002470,9.37615216609169,9.382476297504490,9.430562334125210,9.17768285630702,9.407009011170890,10.986196428500000,10.606806993254700,9.332010034110330,10.335276978721300,10.394599695177900,9.088449506822360,9.459834320203960,9.802133743673090,10.718838062256600,9.880200241238120,9.941905298947910,9.39107248770825,10.811793796173600,10.515461804132800,11.363228799717900,9.898234193813030,9.215737808599470,9.819308416923100,10.902673693145600,10.458042492169400,ADM1,USA_ADM1_1_3_3_10,Connecticut,ADM1,1,10,USA,US-CT,10
11,13.71128967179310,12.425878842954100,12.871419607128800,12.614925751070600,11.255797647154100,12.34533164648160,13.199331850699100,11.749139607976200,12.919845407768200,12.70868999175380,12.623924792149300,13.184835054589500,12.512754134327500,13.935884249732600,12.599917317919400,13.085785898007100,12.435874586139200,11.43212583824590,12.57598287983470,13.193676943782500,12.359212348373200,14.122442438550600,13.15024061671880,12.86407789503690,12.053378281408700,13.26706896379800,12.114497477904000,12.905513512238300,12.743865404920900,13.193046752328100,13.434600009115400,13.967366022027200,13.6080970108787,13.5440876046348,12.698905146993300,12.579088971462800,12.85174295394250,12.914543660876300,13.526503331646900,13.42670874394950,11.577673001295800,13.20115322720360,13.115454208823500,12.894321812563500,12.94154295943500,12.996513985073600,13.43712688913840,12.689286875853400,12.800241616836600,14.205358954837100,12.848140777943000,13.219846523604400,13.295595899561800,13.851310520348900,13.381714567903400,13.11336830412020,13.009378558355300,13.453113333049800,11.90870812966480,13.781178611610400,12.502803677718900,12.734730110854800,12.186072031671800,12.301312264057600,12.907710097674800,12.599896938274300,12.409005823167600,12.025593251668200,12.750599354330600,12.404682337211700,12.685544209657400,13.025212857279800,12.439587266107800,13.526805902620200,13.004159348507400,13.312833287120100,12.549258912031400,13.101752056449200,12.146512998939000,12.612869130862700,12.852454366579200,12.647078392234600,12.969875253098400,13.348519679598900,13.214320732124200,13.60740386948930,13.535028562693100,13.363340117218300,12.862118826742400,12.941662596915700,14.547517113635100,14.390548058982900,12.718180010170600,13.149884282784800,13.270961933523300,13.38153605493950,12.735484099632100,13.428138208160500,14.367054824952400,13.83302532841890,12.81941838153190,13.47192434985520,14.111600075174900,12.540730649373900,13.207043342668800,13.111894024669500,14.050366548301600,13.41692635986900,13.463380745309500,13.03543080158020,13.552250646316800,14.0390715450075,14.485076018478700,13.098930576062200,12.5384858718524,13.532933343644400,13.990934527151700,14.200699994580600,ADM1,USA_ADM1_1_3_3_11,Delaware,ADM1,1,11,USA,US-DE,11
12,12.725229028955300,12.441156808813400,12.34975051285820,11.528589512546600,12.181775070955600,11.381701663844800,11.722860741199000,12.132566209360200,11.518110588713400,11.742291709385400,12.8514283287953,11.989269999320000,10.822932739929800,10.960861375007300,11.967817000272200,11.171916668969900,12.104649410811700,11.70861876273490,11.552153280592600,11.215341244166000,11.37099730919790,12.382974835104800,11.889480077326500,11.393937318936400,11.484006872427300,11.917990675995500,11.552066747488100,12.253804148978400,11.645686705644900,11.119888948874900,11.459716644636900,11.580114480438700,11.166557612837200,12.010086039835000,13.185050087047500,11.954739786134900,12.081945196909300,11.844335271132800,11.927768890098500,11.944069369654800,12.052218839218800,11.453738043787400,11.69446416867700,12.327414039913600,11.312600517456200,11.870641456232500,12.27088855835400,11.792832054354200,11.714393671792300,11.48437861590820,12.773687107975500,12.032159102297400,11.893668113159800,12.17090198235150,13.064647460462900,11.70457159446710,12.147127842418300,12.01042488219270,12.044968371452000,11.93875642188450,11.498769016092100,11.430235780939600,12.044988587692000,12.213278878502600,11.193334811750200,11.703926062932100,11.68194419093540,11.91956125026400,11.309938027495700,11.974756996687600,11.49219160101080,11.464392544743500,11.935452468138300,11.043028053655700,11.762632666675200,10.979856418524700,11.254714379174300,12.279351208144000,11.98457074239870,11.207982648240800,12.231083221865900,12.617314324119900,11.660853174144700,11.611569144114000,11.543042594281600,11.818288017974100,12.176487489646400,11.255362067110800,11.607910988235900,12.343718320831100,11.922010615098500,11.517849490517000,11.513048616847000,11.831695273142000,12.562852879419900,12.484217260163800,12.639797694342800,11.612402285440400,12.272237008673400,12.344523329775700,12.801227268421100,12.400249456681800,12.32960646470560,12.901993329494500,11.831228562932900,12.462849350523300,12.48194594806870,12.120659719724000,11.84120936760640,12.146813827501600,12.061463004795300,12.28684025878580,13.098905080422100,11.841061439797700,12.467951232138100,12.516391848760800,12.792047149083600,13.272256860395000,ADM1,USA_ADM1_1_3_3_12,New Mexico,ADM1,1,12,USA,US-NM,12
13,14.376439795910600,14.187833634784500,13.671624253509900,13.916747877563000,14.601023135124800,14.194976204195800,14.345969624341100,13.883932126536700,13.680069178949600,13.570433555395400,14.548227754428700,13.260920701247400,13.214503151285400,13.71288630517140,14.229054400470300,13.871821655457000,13.195841062206500,13.826617888874500,13.876215579558000,13.583082152737200,13.459086281541500,14.158055467515100,13.471566677316000,13.613762760997500,14.063719021393100,14.092508631352000,14.97480669050600,13.912424164323200,14.297439502941000,14.127209278007400,13.9223309907379,14.700426617879600,13.945559162818900,13.865831870623600,15.495000914716200,13.843579593009100,14.75883242028230,13.957002037475400,14.022075187906900,14.618941710084800,14.940749044319000,13.956028587270800,13.986838833151000,14.476839179298400,13.54941968349300,14.016343058984900,13.827968880886400,14.310188243354600,13.187279057294700,13.49813687336030,14.578767587312600,14.063198971674900,13.80337425836520,14.012064030855000,14.268977335501800,13.51733317996950,13.93826254768650,13.985974704282400,14.980266635982700,14.969904164709400,14.473753011172300,14.341309915074000,14.0842563171013,13.895830184297700,13.569989086880200,13.653018622871000,14.31248691164950,14.069824233801900,14.129650163049700,14.024996274628000,14.214953848779500,13.349536942173800,13.912918781076700,13.981133953964400,14.203204704684400,13.454051978912600,14.136654878335500,14.42193767129320,14.194248003254900,14.244665948014800,14.456526876639600,15.120028370788000,13.435344591511100,14.122426581085500,14.504957391937800,13.979144032084700,14.834396271871500,14.506360875172700,14.770069792796300,14.41003135835200,14.245842090545600,14.313855508127200,14.949948050978900,14.057496107153500,14.245982997698100,14.746639783467800,15.120309299443900,14.821386416662600,13.438295657158600,14.174473140947600,14.58044552120970,14.730520629864800,14.585173566875900,14.87592406290390,14.572307506811300,14.453306702418900,14.479617201989400,14.574840995096100,14.556565633927200,14.490502474949800,13.85595135330120,13.704806045799800,14.848510440293400,14.723342414031800,15.89118645225480,15.520157263890900,15.16513527747380,15.279868676034200,ADM1,USA_ADM1_1_3_3_13,California,ADM1,1,13,USA,US-CA,13
14,11.879496137586200,10.708778208009400,11.048624783727100,11.080137949418100,9.651015729425010,10.755708836877200,11.650798176930400,10.123976950620100,11.47571424066420,11.139347809456600,11.124070779828600,11.458997210876700,10.800390774895400,12.235890447585300,10.611383472770900,11.282989474497300,10.593196522632800,9.753902116520970,10.858627384060500,11.46143730301960,10.689654201630700,12.351787048406700,11.548957797154400,11.132192046691500,10.432046302208000,11.418680417205100,10.210383426993600,11.284165349530400,11.232937429099800,11.506296298302600,11.645900158492400,12.490594438816700,11.946554991756200,11.78200964882510,11.022339348844900,10.93787001216740,11.278498498763300,11.711016663401900,12.011960663761200,11.73207809077930,10.131797683733300,11.658360623481400,11.527128262033600,11.118138334656300,11.428672731394100,11.4534276270214,12.119543600278700,11.358961670196800,11.260155850574400,12.713310452798800,11.139148249076100,11.717238307146700,11.87282196402030,12.444659176412300,11.699745612615800,11.713391517543300,11.267719552299700,11.879340660075300,10.491803370086800,12.090889029616900,11.058712862641800,11.275576368680900,10.62839182191940,10.642514003703100,11.28924806673070,10.883409121536600,10.971881094368900,10.550175761622100,10.951138686212400,10.940886710890800,11.044298875100600,11.386170303094800,10.839716163764400,12.21254266446910,11.486455590960100,11.80291760377710,10.909706763375400,11.24381687722060,10.240450257589000,11.04312051232310,11.099632176706200,11.050767216371300,11.06628131234480,11.795878835704500,11.500555205079000,11.617498456317000,11.430805366991800,11.384330413672200,11.004603391742800,10.97733694754770,12.620652290192400,12.63747950968260,10.858796725423800,11.451650690472000,11.445995616780200,11.424768438790400,11.043331617904700,11.35601746596690,12.876641173985900,12.243515290861200,11.17567484554050,11.978408926842600,12.27050388135080,10.860624249710200,11.522575859427400,11.727261956281400,12.707493791447000,11.94049501833570,11.831919310825100,11.556520471675900,12.752117737445700,12.59341405453280,13.15972246883790,11.778083734971400,11.119225031629700,12.187011331793800,12.828847263658500,12.693309008682400,ADM1,USA_ADM1_1_3_3_14,New Jersey,ADM1,1,14,USA,US-NJ,14
15,6.992053240245810,6.38964651225219,6.636486274099120,5.800793294544620,4.958517789605990,5.959222918574850,6.823126624266830,5.555682088665940,7.240214081625790,6.247284262076120,6.820155967901490,7.02875381930992,5.266913807071930,6.8183207099710600,6.504641036192000,6.47247310912758,5.732093942590820,4.153138576537750,6.441411283108090,6.659875165913350,6.222895381287850,8.342323163049720,6.984760600772260,6.467564544536390,4.997489479108820,6.318469331272680,5.356263898600360,6.182797327478400,6.530675830065770,5.29066533598572,7.158590501021430,9.140980737566850,6.52477769599165,7.0028050104882600,7.116585749125520,6.220703267616320,5.815046310431090,6.117937115610090,7.509269512860190,7.4247217767394000,6.084155233476080,7.818762853389430,6.763116561124550,5.960330501184710,7.391498850139150,6.010448035567080,7.394735813690680,6.583613145342100,6.7854787320159700,7.326648934930030,5.060136095177790,5.313194448893900,7.045122942408530,7.605871284124400,7.054653588812610,6.917236101787410,6.440406832209630,6.459929918811410,6.381366869838870,6.332127367171330,6.411785663862610,6.89801514689023,6.138142530291770,6.35196915997605,7.136110682944450,5.94033905824931,6.132834528148450,5.7939396081141400,6.900221951595800,6.163298324549050,6.351257852070050,6.31826384521799,5.142452395653930,7.5692722095986600,6.372938213338910,6.669217099471100,5.891044079576340,6.621621347012780,5.613075578162860,5.276384647656540,6.2498868587015500,6.910035307829000,5.760802710215260,6.807969424187420,6.695341711767190,5.716519161520670,6.669752253549870,8.329123257573680,6.700193477900070,5.449997398408150,7.300313207829640,6.877064237389570,6.2051484231433600,5.684725684773930,6.3086399685219200,6.231354656873210,4.910471247671880,6.047222574278970,8.609727928857370,7.55514305496088,6.700210715765350,7.47327269521079,7.02698467789998,6.204804678733360,6.39559856464165,7.258591601684230,7.750208401324090,7.048013437116110,5.520318507720370,5.801860879024540,7.469134911847120,6.744935231681830,8.527483201591600,5.485679613538620,4.552480276165660,7.0389210825100100,7.863237458397560,7.09479119909289,ADM1,USA_ADM1_1_3_3_15,Wisconsin,ADM1,1,15,USA,US-WI,15
16,8.873924641290100,8.502593412844920,8.025081987677900,7.851095965888630,8.748961803298350,8.157742544294580,8.647296929662470,8.531642547043850,8.160484204095270,7.846631753212670,8.480258865034660,7.406388536716550,7.637974357065170,7.539421233826710,8.490381410357780,8.463739639039150,6.950028155500060,8.01181335064803,8.653157208308560,7.813474532569150,7.828016080094670,8.343118015669760,7.44065376980837,8.286194671766150,8.188417449259740,9.1400153010593,9.461531998019130,8.00707870787355,8.426462497381190,7.686211852589980,7.782451327868220,8.559132122506880,7.833304300245150,8.137943129913830,10.22638988036550,7.8915001369213500,8.56117390578212,8.070204618858620,8.561881554136700,9.1384857296704,9.399624852157520,8.932829179092590,8.226211091561590,8.20903573509662,7.932044304646280,8.343617461347760,8.11286544454349,8.795306034589540,7.292589924315630,7.838341788003070,8.239280210731780,8.136066044334450,8.101623121972640,8.71679448569838,8.169608054917340,7.250497819456430,8.01926734015278,7.955631540930540,9.629108232314220,8.426226143573670,8.248309992364970,8.835273110339820,8.182729247688160,8.50895302791872,7.57491817196325,8.39762410310883,8.716941080342250,8.886091113186080,8.531826584651040,8.12811190039427,8.259742228652790,7.7678707093367600,8.028072994853530,8.591799569836410,8.480623855706250,7.766440136530530,8.128246431955890,8.45073767069941,8.177167821919870,8.43693276266181,8.464800171424860,8.867954363426800,7.490117329036380,8.35630242193411,7.589559678431500,7.009082806074360,8.866393838510960,8.906230753270350,8.72254230600728,7.9296544040819000,8.331028255716430,8.419196123953570,9.42071007865144,7.220331087879890,8.54827358209093,8.688125135234920,8.430493577117990,8.475675702333170,8.499565651903830,8.198988062519930,8.309642477529860,8.492188302212300,8.448675331628400,9.198973629839350,8.905243006022650,8.497985162969930,8.637768084439180,8.581046476675180,7.99815184900031,8.26092389470519,8.202226388204870,7.708269260915340,8.720229026754770,8.458712919911030,9.520213702883040,9.93452541658435,9.074813318361890,8.6531636052038,ADM1,USA_ADM1_1_3_3_16,Oregon,ADM1,1,16,USA,US-OR,16
